line,id,source_file,type,course_code,decision,issues,question,answer
1541,ACE6193-10,faie_full_qa.jsonl,,ACE6193,cut_or_rewrite,low_user_value_question,Where in the original PDF is ACE6193 (Object Oriented Programming with C++) listed?,Original PDF page(s) recorded in the cleaned catalog: 8
1542,ACE6203-01,faie_full_qa.jsonl,,ACE6203,review,repeated_answer_template,What is ACE6203 (Digital Computer Design) about?,To provide students with knowledge of digital computer design principles and implementation.
1543,ACE6203-02,faie_full_qa.jsonl,,ACE6203,review,too_short_answer;repeated_answer_template;numeric_answer_needs_context,How many credits is ACE6203 (Digital Computer Design)?,3
1544,ACE6203-03,faie_full_qa.jsonl,,ACE6203,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the prerequisites for ACE6203 (Digital Computer Design)?,No prerequisites were detected in the catalog excerpt.
1545,ACE6203-04,faie_full_qa.jsonl,,ACE6203,review,repeated_answer_template,What is the main objective of ACE6203 (Digital Computer Design)?,To provide students with knowledge of digital computer design principles and implementation.
1546,ACE6203-05,faie_full_qa.jsonl,,ACE6203,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,How is ACE6203 (Digital Computer Design) assessed?,Not specified in the provided FAIE course catalog excerpt.
1547,ACE6203-06,faie_full_qa.jsonl,,ACE6203,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the contact hours for ACE6203 (Digital Computer Design)?,Not specified in the provided FAIE course catalog excerpt.
1548,ACE6203-07,faie_full_qa.jsonl,,ACE6203,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What key contents/topics are covered in ACE6203 (Digital Computer Design)?,Not specified in the provided FAIE course catalog excerpt.
1549,ACE6203-08,faie_full_qa.jsonl,,ACE6203,review,repeated_answer_template,Is ACE6203 (Digital Computer Design) more theory-based or includes practical/lab work?,The catalog excerpt indicates laboratory/practical components where listed under assessment or contact hours. Specific lab/practical details are not clearly stated in the excerpt.
1550,ACE6203-09,faie_full_qa.jsonl,,ACE6203,review,repeated_answer_template,What skills or outcomes can a student expect from ACE6203 (Digital Computer Design)?,To provide students with knowledge of digital computer design principles and implementation.
1551,ACE6203-10,faie_full_qa.jsonl,,ACE6203,cut_or_rewrite,low_user_value_question,Where in the original PDF is ACE6203 (Digital Computer Design) listed?,"Original PDF page(s) recorded in the cleaned catalog: 8, 9"
1552,ACE6213-01,faie_full_qa.jsonl,,ACE6213,review,repeated_answer_template,What is ACE6213 (CyberSecurity) about?,"To provide students with comprehensive knowledge of cybersecurity principles, threats, and defense mechanisms."
1553,ACE6213-02,faie_full_qa.jsonl,,ACE6213,review,too_short_answer;repeated_answer_template;numeric_answer_needs_context,How many credits is ACE6213 (CyberSecurity)?,3
1554,ACE6213-03,faie_full_qa.jsonl,,ACE6213,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the prerequisites for ACE6213 (CyberSecurity)?,No prerequisites were detected in the catalog excerpt.
1555,ACE6213-04,faie_full_qa.jsonl,,ACE6213,review,repeated_answer_template,What is the main objective of ACE6213 (CyberSecurity)?,"To provide students with comprehensive knowledge of cybersecurity principles, threats, and defense mechanisms."
1556,ACE6213-05,faie_full_qa.jsonl,,ACE6213,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,How is ACE6213 (CyberSecurity) assessed?,Not specified in the provided FAIE course catalog excerpt.
1557,ACE6213-06,faie_full_qa.jsonl,,ACE6213,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the contact hours for ACE6213 (CyberSecurity)?,Not specified in the provided FAIE course catalog excerpt.
1558,ACE6213-07,faie_full_qa.jsonl,,ACE6213,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What key contents/topics are covered in ACE6213 (CyberSecurity)?,Not specified in the provided FAIE course catalog excerpt.
1559,ACE6213-08,faie_full_qa.jsonl,,ACE6213,review,repeated_answer_template,Is ACE6213 (CyberSecurity) more theory-based or includes practical/lab work?,The catalog excerpt indicates laboratory/practical components where listed under assessment or contact hours. Specific lab/practical details are not clearly stated in the excerpt.
1560,ACE6213-09,faie_full_qa.jsonl,,ACE6213,review,repeated_answer_template,What skills or outcomes can a student expect from ACE6213 (CyberSecurity)?,"To provide students with comprehensive knowledge of cybersecurity principles, threats, and defense mechanisms."
1561,ACE6213-10,faie_full_qa.jsonl,,ACE6213,cut_or_rewrite,low_user_value_question,Where in the original PDF is ACE6213 (CyberSecurity) listed?,Original PDF page(s) recorded in the cleaned catalog: 9
1562,ACE6223-01,faie_full_qa.jsonl,,ACE6223,review,repeated_answer_template,What is ACE6223 (Multimedia Technology and Applications) about?,"To provide students with knowledge of multimedia technologies, applications, and development."
1563,ACE6223-02,faie_full_qa.jsonl,,ACE6223,review,too_short_answer;repeated_answer_template;numeric_answer_needs_context,How many credits is ACE6223 (Multimedia Technology and Applications)?,3
1564,ACE6223-03,faie_full_qa.jsonl,,ACE6223,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the prerequisites for ACE6223 (Multimedia Technology and Applications)?,No prerequisites were detected in the catalog excerpt.
1565,ACE6223-04,faie_full_qa.jsonl,,ACE6223,review,repeated_answer_template,What is the main objective of ACE6223 (Multimedia Technology and Applications)?,"To provide students with knowledge of multimedia technologies, applications, and development."
1566,ACE6223-05,faie_full_qa.jsonl,,ACE6223,keep,,How is ACE6223 (Multimedia Technology and Applications) assessed?,"Test/Quiz: 20%, Project: 30%, Final Examination: 50% Laboratory: Image and video processing labs Course Image fundamentals, image enhancement, image restoration, image"
1567,ACE6223-06,faie_full_qa.jsonl,,ACE6223,review,repeated_answer_template,What are the contact hours for ACE6223 (Multimedia Technology and Applications)?,"44 hours (lectures, tutorials and laboratory experiments)"
1568,ACE6223-07,faie_full_qa.jsonl,,ACE6223,keep,,What key contents/topics are covered in ACE6223 (Multimedia Technology and Applications)?,"compression, image segmentation, feature extraction, video processing, video compression, applications. Course Learning CO1 – Understand image and video processing concepts (cognitive –"
1569,ACE6223-08,faie_full_qa.jsonl,,ACE6223,review,repeated_answer_template,Is ACE6223 (Multimedia Technology and Applications) more theory-based or includes practical/lab work?,The catalog excerpt indicates laboratory/practical components where listed under assessment or contact hours. This excerpt includes lab/practical mentions.
1570,ACE6223-09,faie_full_qa.jsonl,,ACE6223,review,repeated_answer_template,What skills or outcomes can a student expect from ACE6223 (Multimedia Technology and Applications)?,"To provide students with knowledge of multimedia technologies, applications, and development."
1571,ACE6223-10,faie_full_qa.jsonl,,ACE6223,cut_or_rewrite,low_user_value_question,Where in the original PDF is ACE6223 (Multimedia Technology and Applications) listed?,"Original PDF page(s) recorded in the cleaned catalog: 10, 12"
1572,ACE6233-01,faie_full_qa.jsonl,,ACE6233,review,repeated_answer_template,What is ACE6233 (Artificial Intelligence Systems and Applications) about?,"To provide students with knowledge of artificial intelligence concepts, techniques, and applications."
1573,ACE6233-02,faie_full_qa.jsonl,,ACE6233,review,too_short_answer;repeated_answer_template;numeric_answer_needs_context,How many credits is ACE6233 (Artificial Intelligence Systems and Applications)?,3
1574,ACE6233-03,faie_full_qa.jsonl,,ACE6233,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the prerequisites for ACE6233 (Artificial Intelligence Systems and Applications)?,No prerequisites were detected in the catalog excerpt.
1575,ACE6233-04,faie_full_qa.jsonl,,ACE6233,review,repeated_answer_template,What is the main objective of ACE6233 (Artificial Intelligence Systems and Applications)?,"To provide students with knowledge of artificial intelligence concepts, techniques, and applications."
1576,ACE6233-05,faie_full_qa.jsonl,,ACE6233,keep,,How is ACE6233 (Artificial Intelligence Systems and Applications) assessed?,"Test/Quiz: 20%, Project: 30%, Final Examination: 50% Laboratory: Machine learning development and experimentation labs Course Machine learning fundamentals, supervised learning, unsupervised"
1577,ACE6233-06,faie_full_qa.jsonl,,ACE6233,review,repeated_answer_template,What are the contact hours for ACE6233 (Artificial Intelligence Systems and Applications)?,"44 hours (lectures, tutorials and laboratory experiments)"
1578,ACE6233-07,faie_full_qa.jsonl,,ACE6233,keep,,What key contents/topics are covered in ACE6233 (Artificial Intelligence Systems and Applications)?,"learning, reinforcement learning, neural networks, feature engineering, model evaluation, ML applications and tools."
1579,ACE6233-08,faie_full_qa.jsonl,,ACE6233,review,repeated_answer_template,Is ACE6233 (Artificial Intelligence Systems and Applications) more theory-based or includes practical/lab work?,The catalog excerpt indicates laboratory/practical components where listed under assessment or contact hours. This excerpt includes lab/practical mentions.
1580,ACE6233-09,faie_full_qa.jsonl,,ACE6233,review,repeated_answer_template,What skills or outcomes can a student expect from ACE6233 (Artificial Intelligence Systems and Applications)?,"To provide students with knowledge of artificial intelligence concepts, techniques, and applications."
1581,ACE6233-10,faie_full_qa.jsonl,,ACE6233,cut_or_rewrite,low_user_value_question,Where in the original PDF is ACE6233 (Artificial Intelligence Systems and Applications) listed?,"Original PDF page(s) recorded in the cleaned catalog: 10, 11, 15"
1582,ACE6243-01,faie_full_qa.jsonl,,ACE6243,review,repeated_answer_template,What is ACE6243 (Java Technology) about?,To teach students Java programming language and development using enterprise technologies.
1583,ACE6243-02,faie_full_qa.jsonl,,ACE6243,review,too_short_answer;repeated_answer_template;numeric_answer_needs_context,How many credits is ACE6243 (Java Technology)?,3
1584,ACE6243-03,faie_full_qa.jsonl,,ACE6243,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the prerequisites for ACE6243 (Java Technology)?,No prerequisites were detected in the catalog excerpt.
1585,ACE6243-04,faie_full_qa.jsonl,,ACE6243,review,repeated_answer_template,What is the main objective of ACE6243 (Java Technology)?,To teach students Java programming language and development using enterprise technologies.
1586,ACE6243-05,faie_full_qa.jsonl,,ACE6243,keep,,How is ACE6243 (Java Technology) assessed?,"Test/Quiz: 20%, Design Project: 30%, Final Examination: 50% Laboratory: Advanced Java design labs Course Design patterns, SOLID principles, architectural patterns, refactoring,"
1587,ACE6243-06,faie_full_qa.jsonl,,ACE6243,review,repeated_answer_template,What are the contact hours for ACE6243 (Java Technology)?,"44 hours (lectures, tutorials and laboratory experiments)"
1588,ACE6243-07,faie_full_qa.jsonl,,ACE6243,keep,,What key contents/topics are covered in ACE6243 (Java Technology)?,"testing and debugging, performance optimization, advanced Java features, enterprise design patterns."
1589,ACE6243-08,faie_full_qa.jsonl,,ACE6243,review,repeated_answer_template,Is ACE6243 (Java Technology) more theory-based or includes practical/lab work?,The catalog excerpt indicates laboratory/practical components where listed under assessment or contact hours. This excerpt includes lab/practical mentions.
1590,ACE6243-09,faie_full_qa.jsonl,,ACE6243,review,repeated_answer_template,What skills or outcomes can a student expect from ACE6243 (Java Technology)?,To teach students Java programming language and development using enterprise technologies.
1591,ACE6243-10,faie_full_qa.jsonl,,ACE6243,cut_or_rewrite,low_user_value_question,Where in the original PDF is ACE6243 (Java Technology) listed?,"Original PDF page(s) recorded in the cleaned catalog: 11, 13"
1592,ACE6253-01,faie_full_qa.jsonl,,ACE6253,review,repeated_answer_template,What is ACE6253 (Digital Image and Video Processing) about?,To provide students with knowledge of digital image and video processing techniques and applications.
1593,ACE6253-02,faie_full_qa.jsonl,,ACE6253,review,too_short_answer;repeated_answer_template;numeric_answer_needs_context,How many credits is ACE6253 (Digital Image and Video Processing)?,3
1594,ACE6253-03,faie_full_qa.jsonl,,ACE6253,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the prerequisites for ACE6253 (Digital Image and Video Processing)?,No prerequisites were detected in the catalog excerpt.
1595,ACE6253-04,faie_full_qa.jsonl,,ACE6253,review,repeated_answer_template,What is the main objective of ACE6253 (Digital Image and Video Processing)?,To provide students with knowledge of digital image and video processing techniques and applications.
1596,ACE6253-05,faie_full_qa.jsonl,,ACE6253,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,How is ACE6253 (Digital Image and Video Processing) assessed?,Not specified in the provided FAIE course catalog excerpt.
1597,ACE6253-06,faie_full_qa.jsonl,,ACE6253,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the contact hours for ACE6253 (Digital Image and Video Processing)?,Not specified in the provided FAIE course catalog excerpt.
1598,ACE6253-07,faie_full_qa.jsonl,,ACE6253,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What key contents/topics are covered in ACE6253 (Digital Image and Video Processing)?,Not specified in the provided FAIE course catalog excerpt.
1599,ACE6253-08,faie_full_qa.jsonl,,ACE6253,review,repeated_answer_template,Is ACE6253 (Digital Image and Video Processing) more theory-based or includes practical/lab work?,The catalog excerpt indicates laboratory/practical components where listed under assessment or contact hours. Specific lab/practical details are not clearly stated in the excerpt.
1600,ACE6253-09,faie_full_qa.jsonl,,ACE6253,review,repeated_answer_template,What skills or outcomes can a student expect from ACE6253 (Digital Image and Video Processing)?,To provide students with knowledge of digital image and video processing techniques and applications.
1601,ACE6253-10,faie_full_qa.jsonl,,ACE6253,cut_or_rewrite,low_user_value_question,Where in the original PDF is ACE6253 (Digital Image and Video Processing) listed?,Original PDF page(s) recorded in the cleaned catalog: 12
1602,ACE6263-01,faie_full_qa.jsonl,,ACE6263,cut_or_rewrite,placeholder_or_non_answer,What is ACE6263 (Embedded IoT Systems and Applications) about?,ACE6263 is a FAIE course titled 'Embedded IoT Systems and Applications'. Not specified in the provided FAIE course catalog excerpt.
1603,ACE6263-02,faie_full_qa.jsonl,,ACE6263,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,How many credits is ACE6263 (Embedded IoT Systems and Applications)?,Not specified in the provided FAIE course catalog excerpt.
1604,ACE6263-03,faie_full_qa.jsonl,,ACE6263,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the prerequisites for ACE6263 (Embedded IoT Systems and Applications)?,No prerequisites were detected in the catalog excerpt.
1605,ACE6263-04,faie_full_qa.jsonl,,ACE6263,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What is the main objective of ACE6263 (Embedded IoT Systems and Applications)?,Not specified in the provided FAIE course catalog excerpt.
1606,ACE6263-05,faie_full_qa.jsonl,,ACE6263,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,How is ACE6263 (Embedded IoT Systems and Applications) assessed?,Not specified in the provided FAIE course catalog excerpt.
1607,ACE6263-06,faie_full_qa.jsonl,,ACE6263,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the contact hours for ACE6263 (Embedded IoT Systems and Applications)?,Not specified in the provided FAIE course catalog excerpt.
1608,ACE6263-07,faie_full_qa.jsonl,,ACE6263,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What key contents/topics are covered in ACE6263 (Embedded IoT Systems and Applications)?,Not specified in the provided FAIE course catalog excerpt.
1609,ACE6263-08,faie_full_qa.jsonl,,ACE6263,review,repeated_answer_template,Is ACE6263 (Embedded IoT Systems and Applications) more theory-based or includes practical/lab work?,The catalog excerpt indicates laboratory/practical components where listed under assessment or contact hours. Specific lab/practical details are not clearly stated in the excerpt.
1610,ACE6263-09,faie_full_qa.jsonl,,ACE6263,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What skills or outcomes can a student expect from ACE6263 (Embedded IoT Systems and Applications)?,Not specified in the provided FAIE course catalog excerpt.
1611,ACE6263-10,faie_full_qa.jsonl,,ACE6263,cut_or_rewrite,low_user_value_question,Where in the original PDF is ACE6263 (Embedded IoT Systems and Applications) listed?,Original PDF page(s) recorded in the cleaned catalog: 12
1612,ACE6273-01,faie_full_qa.jsonl,,ACE6273,review,repeated_answer_template,What is ACE6273 (Advanced Object-Oriented Design with Java) about?,To teach students advanced object-oriented design patterns and principles using Java.
1613,ACE6273-02,faie_full_qa.jsonl,,ACE6273,review,too_short_answer;repeated_answer_template;numeric_answer_needs_context,How many credits is ACE6273 (Advanced Object-Oriented Design with Java)?,3
1614,ACE6273-03,faie_full_qa.jsonl,,ACE6273,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the prerequisites for ACE6273 (Advanced Object-Oriented Design with Java)?,No prerequisites were detected in the catalog excerpt.
1615,ACE6273-04,faie_full_qa.jsonl,,ACE6273,review,repeated_answer_template,What is the main objective of ACE6273 (Advanced Object-Oriented Design with Java)?,To teach students advanced object-oriented design patterns and principles using Java.
1616,ACE6273-05,faie_full_qa.jsonl,,ACE6273,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,How is ACE6273 (Advanced Object-Oriented Design with Java) assessed?,Not specified in the provided FAIE course catalog excerpt.
1617,ACE6273-06,faie_full_qa.jsonl,,ACE6273,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the contact hours for ACE6273 (Advanced Object-Oriented Design with Java)?,Not specified in the provided FAIE course catalog excerpt.
1618,ACE6273-07,faie_full_qa.jsonl,,ACE6273,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What key contents/topics are covered in ACE6273 (Advanced Object-Oriented Design with Java)?,Not specified in the provided FAIE course catalog excerpt.
1619,ACE6273-08,faie_full_qa.jsonl,,ACE6273,review,repeated_answer_template,Is ACE6273 (Advanced Object-Oriented Design with Java) more theory-based or includes practical/lab work?,The catalog excerpt indicates laboratory/practical components where listed under assessment or contact hours. Specific lab/practical details are not clearly stated in the excerpt.
1620,ACE6273-09,faie_full_qa.jsonl,,ACE6273,review,repeated_answer_template,What skills or outcomes can a student expect from ACE6273 (Advanced Object-Oriented Design with Java)?,To teach students advanced object-oriented design patterns and principles using Java.
1621,ACE6273-10,faie_full_qa.jsonl,,ACE6273,cut_or_rewrite,low_user_value_question,Where in the original PDF is ACE6273 (Advanced Object-Oriented Design with Java) listed?,Original PDF page(s) recorded in the cleaned catalog: 13
1622,ACE6283-01,faie_full_qa.jsonl,,ACE6283,review,repeated_answer_template,What is ACE6283 (Database Systems) about?,"To provide students with comprehensive knowledge of database design, implementation, and management."
1623,ACE6283-02,faie_full_qa.jsonl,,ACE6283,review,too_short_answer;repeated_answer_template;numeric_answer_needs_context,How many credits is ACE6283 (Database Systems)?,3
1624,ACE6283-03,faie_full_qa.jsonl,,ACE6283,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the prerequisites for ACE6283 (Database Systems)?,No prerequisites were detected in the catalog excerpt.
1625,ACE6283-04,faie_full_qa.jsonl,,ACE6283,review,repeated_answer_template,What is the main objective of ACE6283 (Database Systems)?,"To provide students with comprehensive knowledge of database design, implementation, and management."
1626,ACE6283-05,faie_full_qa.jsonl,,ACE6283,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,How is ACE6283 (Database Systems) assessed?,Not specified in the provided FAIE course catalog excerpt.
1627,ACE6283-06,faie_full_qa.jsonl,,ACE6283,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the contact hours for ACE6283 (Database Systems)?,Not specified in the provided FAIE course catalog excerpt.
1628,ACE6283-07,faie_full_qa.jsonl,,ACE6283,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What key contents/topics are covered in ACE6283 (Database Systems)?,Not specified in the provided FAIE course catalog excerpt.
1629,ACE6283-08,faie_full_qa.jsonl,,ACE6283,review,repeated_answer_template,Is ACE6283 (Database Systems) more theory-based or includes practical/lab work?,The catalog excerpt indicates laboratory/practical components where listed under assessment or contact hours. Specific lab/practical details are not clearly stated in the excerpt.
1630,ACE6283-09,faie_full_qa.jsonl,,ACE6283,review,repeated_answer_template,What skills or outcomes can a student expect from ACE6283 (Database Systems)?,"To provide students with comprehensive knowledge of database design, implementation, and management."
1631,ACE6283-10,faie_full_qa.jsonl,,ACE6283,cut_or_rewrite,low_user_value_question,Where in the original PDF is ACE6283 (Database Systems) listed?,Original PDF page(s) recorded in the cleaned catalog: 14
1632,ACE6293-01,faie_full_qa.jsonl,,ACE6293,review,repeated_answer_template,What is ACE6293 (Advanced Computer Architecture and Parallel Computing) about?,To provide advanced knowledge of computer architecture and parallel computing systems.
1633,ACE6293-02,faie_full_qa.jsonl,,ACE6293,review,too_short_answer;repeated_answer_template;numeric_answer_needs_context,How many credits is ACE6293 (Advanced Computer Architecture and Parallel Computing)?,3
1634,ACE6293-03,faie_full_qa.jsonl,,ACE6293,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the prerequisites for ACE6293 (Advanced Computer Architecture and Parallel Computing)?,No prerequisites were detected in the catalog excerpt.
1635,ACE6293-04,faie_full_qa.jsonl,,ACE6293,review,repeated_answer_template,What is the main objective of ACE6293 (Advanced Computer Architecture and Parallel Computing)?,To provide advanced knowledge of computer architecture and parallel computing systems.
1636,ACE6293-05,faie_full_qa.jsonl,,ACE6293,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,How is ACE6293 (Advanced Computer Architecture and Parallel Computing) assessed?,Not specified in the provided FAIE course catalog excerpt.
1637,ACE6293-06,faie_full_qa.jsonl,,ACE6293,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the contact hours for ACE6293 (Advanced Computer Architecture and Parallel Computing)?,Not specified in the provided FAIE course catalog excerpt.
1638,ACE6293-07,faie_full_qa.jsonl,,ACE6293,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What key contents/topics are covered in ACE6293 (Advanced Computer Architecture and Parallel Computing)?,Not specified in the provided FAIE course catalog excerpt.
1639,ACE6293-08,faie_full_qa.jsonl,,ACE6293,review,repeated_answer_template,Is ACE6293 (Advanced Computer Architecture and Parallel Computing) more theory-based or includes practical/lab work?,The catalog excerpt indicates laboratory/practical components where listed under assessment or contact hours. Specific lab/practical details are not clearly stated in the excerpt.
1640,ACE6293-09,faie_full_qa.jsonl,,ACE6293,review,repeated_answer_template,What skills or outcomes can a student expect from ACE6293 (Advanced Computer Architecture and Parallel Computing)?,To provide advanced knowledge of computer architecture and parallel computing systems.
1641,ACE6293-10,faie_full_qa.jsonl,,ACE6293,cut_or_rewrite,low_user_value_question,Where in the original PDF is ACE6293 (Advanced Computer Architecture and Parallel Computing) listed?,"Original PDF page(s) recorded in the cleaned catalog: 14, 15"
1642,ACE6313-01,faie_full_qa.jsonl,,ACE6313,review,repeated_answer_template,What is ACE6313 (Machine Learning Concepts and Technologies) about?,"To provide students with comprehensive knowledge of machine learning concepts, algorithms, and applications."
1643,ACE6313-02,faie_full_qa.jsonl,,ACE6313,review,too_short_answer;repeated_answer_template;numeric_answer_needs_context,How many credits is ACE6313 (Machine Learning Concepts and Technologies)?,3
1644,ACE6313-03,faie_full_qa.jsonl,,ACE6313,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the prerequisites for ACE6313 (Machine Learning Concepts and Technologies)?,No prerequisites were detected in the catalog excerpt.
1645,ACE6313-04,faie_full_qa.jsonl,,ACE6313,review,repeated_answer_template,What is the main objective of ACE6313 (Machine Learning Concepts and Technologies)?,"To provide students with comprehensive knowledge of machine learning concepts, algorithms, and applications."
1646,ACE6313-05,faie_full_qa.jsonl,,ACE6313,keep,,How is ACE6313 (Machine Learning Concepts and Technologies) assessed?,"Test/Quiz: 20%, Project: 30%, Final Examination: 50% Laboratory: Deep learning and AI development labs Course Deep neural networks, convolutional neural networks, recurrent neural"
1647,ACE6313-06,faie_full_qa.jsonl,,ACE6313,review,repeated_answer_template,What are the contact hours for ACE6313 (Machine Learning Concepts and Technologies)?,"44 hours (lectures, tutorials and laboratory experiments)"
1648,ACE6313-07,faie_full_qa.jsonl,,ACE6313,keep,,What key contents/topics are covered in ACE6313 (Machine Learning Concepts and Technologies)?,"networks, transformers, generative models (GANs, VAE), large language models, transfer learning, AI ethics. Course Learning CO1 – Understand deep learning architectures (cognitive – understanding,"
1649,ACE6313-08,faie_full_qa.jsonl,,ACE6313,review,repeated_answer_template,Is ACE6313 (Machine Learning Concepts and Technologies) more theory-based or includes practical/lab work?,The catalog excerpt indicates laboratory/practical components where listed under assessment or contact hours. This excerpt includes lab/practical mentions.
1650,ACE6313-09,faie_full_qa.jsonl,,ACE6313,review,repeated_answer_template,What skills or outcomes can a student expect from ACE6313 (Machine Learning Concepts and Technologies)?,"To provide students with comprehensive knowledge of machine learning concepts, algorithms, and applications."
1651,ACE6313-10,faie_full_qa.jsonl,,ACE6313,cut_or_rewrite,low_user_value_question,Where in the original PDF is ACE6313 (Machine Learning Concepts and Technologies) listed?,"Original PDF page(s) recorded in the cleaned catalog: 15, 17"
1652,ACE6323-01,faie_full_qa.jsonl,,ACE6323,review,repeated_answer_template,What is ACE6323 (Cloud Computing) about?,"To provide students with knowledge of cloud computing technologies, platforms, and applications."
1653,ACE6323-02,faie_full_qa.jsonl,,ACE6323,review,too_short_answer;repeated_answer_template;numeric_answer_needs_context,How many credits is ACE6323 (Cloud Computing)?,3
1654,ACE6323-03,faie_full_qa.jsonl,,ACE6323,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the prerequisites for ACE6323 (Cloud Computing)?,No prerequisites were detected in the catalog excerpt.
1655,ACE6323-04,faie_full_qa.jsonl,,ACE6323,review,repeated_answer_template,What is the main objective of ACE6323 (Cloud Computing)?,"To provide students with knowledge of cloud computing technologies, platforms, and applications."
1656,ACE6323-05,faie_full_qa.jsonl,,ACE6323,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,How is ACE6323 (Cloud Computing) assessed?,Not specified in the provided FAIE course catalog excerpt.
1657,ACE6323-06,faie_full_qa.jsonl,,ACE6323,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the contact hours for ACE6323 (Cloud Computing)?,Not specified in the provided FAIE course catalog excerpt.
1658,ACE6323-07,faie_full_qa.jsonl,,ACE6323,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What key contents/topics are covered in ACE6323 (Cloud Computing)?,Not specified in the provided FAIE course catalog excerpt.
1659,ACE6323-08,faie_full_qa.jsonl,,ACE6323,review,repeated_answer_template,Is ACE6323 (Cloud Computing) more theory-based or includes practical/lab work?,The catalog excerpt indicates laboratory/practical components where listed under assessment or contact hours. Specific lab/practical details are not clearly stated in the excerpt.
1660,ACE6323-09,faie_full_qa.jsonl,,ACE6323,review,repeated_answer_template,What skills or outcomes can a student expect from ACE6323 (Cloud Computing)?,"To provide students with knowledge of cloud computing technologies, platforms, and applications."
1661,ACE6323-10,faie_full_qa.jsonl,,ACE6323,cut_or_rewrite,low_user_value_question,Where in the original PDF is ACE6323 (Cloud Computing) listed?,Original PDF page(s) recorded in the cleaned catalog: 16
1662,ACE6333-01,faie_full_qa.jsonl,,ACE6333,cut_or_rewrite,placeholder_or_non_answer,What is ACE6333 (Deep Learning and Generative AI Technology) about?,ACE6333 is a FAIE course titled 'Deep Learning and Generative AI Technology'. Not specified in the provided FAIE course catalog excerpt.
1663,ACE6333-02,faie_full_qa.jsonl,,ACE6333,review,too_short_answer;repeated_answer_template;numeric_answer_needs_context,How many credits is ACE6333 (Deep Learning and Generative AI Technology)?,3
1664,ACE6333-03,faie_full_qa.jsonl,,ACE6333,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the prerequisites for ACE6333 (Deep Learning and Generative AI Technology)?,No prerequisites were detected in the catalog excerpt.
1665,ACE6333-04,faie_full_qa.jsonl,,ACE6333,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What is the main objective of ACE6333 (Deep Learning and Generative AI Technology)?,Not specified in the provided FAIE course catalog excerpt.
1666,ACE6333-05,faie_full_qa.jsonl,,ACE6333,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,How is ACE6333 (Deep Learning and Generative AI Technology) assessed?,Not specified in the provided FAIE course catalog excerpt.
1667,ACE6333-06,faie_full_qa.jsonl,,ACE6333,cut_or_rewrite,placeholder_or_non_answer;repeated_answer_template,What are the contact hours for ACE6333 (Deep Learning and Generative AI Technology)?,Not specified in the provided FAIE course catalog excerpt.
